CustomerID,Country,Avg_Recency_Days,Number_of_Invoices,Total_Revenue,R_score,F_score,M_score,RFM_Score
13886.0,United Kingdom,0.0,1,243.56,5,1,1,511
13887.0,United Kingdom,0.0,1,349.55,5,1,2,512
13888.0,United Kingdom,2.51,2,605.63,2,2,3,223
13889.0,United Kingdom,0.0,1,416.90000000000003,5,1,2,512
13890.0,United Kingdom,3.25,10,1883.8100000000002,2,5,4,254
13892.0,United Kingdom,8.42,4,632.97,1,4,3,143
13893.0,United Kingdom,0.0,1,821.1,5,1,3,513
13894.0,United Kingdom,11.0,3,564.62,1,3,3,133
13895.0,United Kingdom,1.15,4,2593.07,3,4,5,345
13897.0,United Kingdom,0.0,1,311.16,5,1,2,512
13898.0,United Kingdom,0.0,1,155.93,5,1,1,511
13899.0,United Kingdom,14.33,2,388.52,1,2,2,122
13900.0,United Kingdom,1.88,3,740.95,2,3,3,233
13901.0,United Kingdom,1.66,5,2867.2,2,4,5,245
13904.0,United Kingdom,10.28,2,332.64,1,2,2,122
13908.0,United Kingdom,1.62,4,2369.55,3,4,5,345
13911.0,United Kingdom,1.68,9,2580.91,2,5,5,255
13914.0,United Kingdom,0.75,2,626.45,3,2,3,323
13917.0,United Kingdom,8.29,2,272.04,1,2,2,122
13918.0,United Kingdom,7.0,2,1212.8400000000001,1,2,4,124
13919.0,Denmark,2.3,2,384.81,2,2,2,222
13922.0,United Kingdom,0.0,1,172.25,5,1,1,511
13923.0,United Kingdom,0.0,1,351.13,5,1,2,512
13924.0,United Kingdom,0.58,6,1838.8500000000001,3,5,4,354
13925.0,United Kingdom,1.05,4,678.25,3,4,3,343
13926.0,United Kingdom,0.0,1,223.85000000000002,5,1,1,511
13927.0,United Kingdom,0.0,1,348.99,5,1,2,512
13928.0,United Kingdom,4.65,4,464.57,1,4,2,142
13929.0,United Kingdom,19.62,2,842.65,1,3,3,133
13930.0,United Kingdom,4.88,2,337.34,1,3,2,132
13931.0,United Kingdom,3.25,2,1237.53,2,3,4,234
13932.0,United Kingdom,0.0,1,307.4,5,1,2,512
13933.0,United Kingdom,1.77,2,608.7900000000001,2,3,3,233
13934.0,United Kingdom,0.0,1,922.1,5,1,3,513
13936.0,United Kingdom,0.0,1,376.58,5,1,2,512
13937.0,United Kingdom,0.0,1,158.85,5,1,1,511
13938.0,United Kingdom,0.0,1,71.66,5,1,1,511
13939.0,United Kingdom,6.55,3,568.55,1,3,3,133
13940.0,United Kingdom,2.6,4,839.14,2,4,3,243
13941.0,United Kingdom,7.93,5,5112.96,1,4,5,145
13946.0,United Kingdom,18.8,3,561.5699999999999,1,3,3,133
13947.0,United Kingdom,0.0,1,90.6,5,1,1,511
13948.0,United Kingdom,0.0,1,102.0,5,1,1,511
13949.0,United Kingdom,0.56,6,2427.32,3,5,5,355
13950.0,United Kingdom,6.88,4,745.06,1,4,3,143
13951.0,United Kingdom,3.08,3,674.45,2,3,3,233
13952.0,United Kingdom,0.15,2,3251.071,4,3,5,435
13953.0,United Kingdom,18.05,7,3515.68,1,5,5,155
13954.0,United Kingdom,2.88,2,439.92,2,3,2,232
13955.0,United Kingdom,4.72,2,322.96,1,3,2,132
13956.0,United Kingdom,1.75,5,1026.42,2,4,4,244
13959.0,United Kingdom,3.1,3,598.2,2,3,3,233
13960.0,United Kingdom,4.55,2,230.22,1,3,1,131
13962.0,United Kingdom,22.3,2,169.55,1,3,1,131
13963.0,United Kingdom,1.71,4,664.54,2,4,3,243
13967.0,United Kingdom,0.0,1,80.7,5,1,1,511
13969.0,United Kingdom,0.56,18,9053.94,3,5,5,355
13971.0,United Kingdom,1.78,8,2758.26,2,5,5,255
13972.0,United Kingdom,9.36,2,190.25,1,3,1,131
13973.0,United Kingdom,0.0,1,264.7,5,1,2,512
13974.0,United Kingdom,0.0,1,413.59000000000003,5,1,2,512
13975.0,United Kingdom,0.72,6,2526.28,3,5,5,355
13976.0,United Kingdom,0.0,1,357.98,5,1,2,512
13978.0,United Kingdom,2.14,2,196.79000000000002,2,3,1,231
13979.0,United Kingdom,0.0,1,869.87,5,1,3,513
13980.0,United Kingdom,0.0,1,200.14,5,1,1,511
13982.0,United Kingdom,2.95,4,1871.81,2,4,4,244
13983.0,United Kingdom,3.12,12,2603.43,2,5,5,255
13984.0,United Kingdom,22.47,5,920.51,1,4,3,143
13985.0,United Kingdom,0.73,15,7060.13,3,5,5,355
13986.0,United Kingdom,0.0,1,320.46,5,1,2,512
13988.0,United Kingdom,0.99,6,4147.96,3,5,5,355
13989.0,United Kingdom,4.32,2,1266.08,1,3,4,134
13990.0,United Kingdom,0.0,1,311.3,5,1,2,512
13991.0,United Kingdom,1.55,6,855.97,3,5,3,353
13992.0,United Kingdom,0.0,1,76.8,5,1,1,511
13993.0,United Kingdom,2.37,9,3466.36,2,5,5,255
13994.0,United Kingdom,0.92,6,2313.14,3,5,5,355
13995.0,United Kingdom,2.71,5,1393.69,2,4,4,244
13999.0,United Kingdom,1.68,12,3901.81,2,5,5,255
14000.0,United Kingdom,0.0,1,635.66,5,1,3,513
14001.0,United Kingdom,8.61,3,2043.0800000000002,1,3,4,134
14002.0,United Kingdom,0.48,2,529.73,3,3,3,333
14004.0,United Kingdom,1.43,7,4582.64,3,5,5,355
14005.0,United Kingdom,2.47,5,2874.72,2,4,5,245
14006.0,United Kingdom,6.76,3,962.19,1,3,4,134
14009.0,United Kingdom,0.17,2,695.61,4,3,3,433
14012.0,United Kingdom,0.0,1,328.8,5,1,2,512
14013.0,United Kingdom,5.0,3,473.02,1,3,2,132
14014.0,United Kingdom,0.0,1,505.18,5,1,3,513
14015.0,United Kingdom,0.0,1,917.34,5,1,3,513
14016.0,EIRE,1.21,4,4341.21,3,4,5,345
14019.0,United Kingdom,1.38,3,1421.61,3,3,4,334
14020.0,United Kingdom,1.87,2,642.8,2,3,3,233
14021.0,United Kingdom,4.76,3,631.9,1,3,3,133
14022.0,United Kingdom,0.0,1,440.0,5,1,2,512
14023.0,United Kingdom,8.07,2,584.07,1,3,3,133
14024.0,United Kingdom,0.13,2,327.7,4,3,2,432
14027.0,United Kingdom,0.0,1,104.82,5,1,1,511
14029.0,United Kingdom,5.71,2,467.66,1,3,2,132
14030.0,United Kingdom,1.43,8,2360.09,3,5,5,355
14031.0,United Kingdom,1.44,19,17286.86,3,5,5,355
14032.0,United Kingdom,2.53,11,2975.59,2,5,5,255
14034.0,United Kingdom,1.53,3,651.8199999999999,3,3,3,333
14035.0,United Kingdom,4.11,5,1428.02,1,4,4,144
14036.0,United Kingdom,0.0,1,626.65,5,1,3,513
14037.0,United Kingdom,6.96,2,147.20000000000002,1,3,1,131
14038.0,United Kingdom,1.41,3,1560.38,3,3,4,334
14039.0,United Kingdom,0.0,1,152.2,5,1,1,511
14040.0,United Kingdom,1.22,12,3614.92,3,5,5,355
14041.0,United Kingdom,0.0,1,141.41,5,1,1,511
14044.0,United Kingdom,1.36,4,652.82,3,4,3,343
14045.0,United Kingdom,52.6,4,1659.75,1,4,4,144
14046.0,United Kingdom,0.0,1,154.99,5,1,1,511
14047.0,United Kingdom,11.68,5,1308.6100000000001,1,4,4,144
14048.0,United Kingdom,0.0,1,409.93,5,1,2,512
14049.0,United Kingdom,0.62,4,5681.72,3,4,5,345
14050.0,United Kingdom,1.4,2,746.36,3,3,3,333
14051.0,United Kingdom,1.7,23,15610.390000000001,2,5,5,255
14052.0,United Kingdom,0.0,1,225.36,5,1,1,511
14053.0,United Kingdom,11.67,2,260.25,1,3,2,132
14054.0,United Kingdom,0.0,1,92.46,5,1,1,511
14055.0,United Kingdom,0.0,1,725.6400000000001,5,1,3,513
14056.0,United Kingdom,0.25,23,8214.65,4,5,5,455
14057.0,United Kingdom,1.16,17,6217.96,3,5,5,355
14059.0,United Kingdom,0.0,1,183.6,5,1,1,511
14060.0,United Kingdom,1.79,19,6140.42,2,5,5,255
14062.0,United Kingdom,3.18,12,10464.85,2,5,5,255
14064.0,United Kingdom,3.08,5,1353.74,2,4,4,244
14066.0,United Kingdom,0.0,1,152.55,5,1,1,511
14067.0,United Kingdom,0.63,2,374.7,3,3,2,332
14068.0,United Kingdom,0.0,1,265.85,5,1,2,512
14071.0,United Kingdom,0.8,8,1438.82,3,5,4,354
14073.0,United Kingdom,0.0,1,151.04,5,1,1,511
14075.0,United Kingdom,6.07,3,942.26,1,3,4,134
14076.0,United Kingdom,0.0,1,122.47,5,1,1,511
14077.0,United Kingdom,5.63,5,499.41999999999996,1,4,3,143
14078.0,United Kingdom,4.2,6,1049.37,1,5,4,154
14079.0,United Kingdom,0.0,1,375.1,5,1,2,512
14080.0,United Kingdom,0.0,1,45.599999999999994,5,1,1,511
14081.0,United Kingdom,0.44,2,934.52,4,3,3,433
14082.0,United Kingdom,0.0,1,182.25,5,1,1,511
14083.0,United Kingdom,2.02,9,1018.43,2,5,4,254
14085.0,United Kingdom,0.8,18,4448.54,3,5,5,355
14087.0,United Kingdom,0.0,1,194.42,5,1,1,511
14088.0,United Kingdom,0.52,13,50491.81,3,5,5,355
14089.0,United Kingdom,0.0,1,161.0,5,1,1,511
14090.0,United Kingdom,0.0,1,76.32000000000001,5,1,1,511
14092.0,United Kingdom,1.62,14,4076.91,3,5,5,355
14093.0,United Kingdom,0.0,1,442.85,5,1,2,512
14096.0,United Kingdom,0.02,17,65164.79,4,5,5,455
14098.0,United Kingdom,0.0,1,147.35,5,1,1,511
14099.0,United Kingdom,1.34,11,3104.17,3,5,5,355
14100.0,United Kingdom,0.0,1,194.9,5,1,1,511
14101.0,United Kingdom,7.35,6,5976.79,1,5,5,155
14102.0,United Kingdom,0.47,5,1360.28,3,4,4,344
14104.0,United Kingdom,0.55,2,216.20999999999998,3,3,1,331
14105.0,United Kingdom,0.0,1,1266.23,5,1,4,514
14107.0,United Kingdom,2.54,7,2703.23,2,5,5,255
14108.0,United Kingdom,2.12,2,597.91,2,3,3,233
14109.0,United Kingdom,0.0,1,144.2,5,1,1,511
14110.0,United Kingdom,1.68,12,5683.15,2,5,5,255
14111.0,United Kingdom,25.11,4,692.85,1,4,3,143
14112.0,United Kingdom,1.58,7,2915.15,3,5,5,355
14113.0,United Kingdom,10.61,4,1840.42,1,4,4,144
14114.0,United Kingdom,4.0,2,386.53,1,3,2,132
14116.0,United Kingdom,1.41,5,1382.74,3,4,4,344
14117.0,United Kingdom,0.0,1,90.0,5,1,1,511
14121.0,United Kingdom,0.34,4,2780.15,4,4,5,445
14124.0,United Kingdom,0.0,1,419.58000000000004,5,1,2,512
14125.0,United Kingdom,0.4,3,2740.43,4,3,5,435
14126.0,United Kingdom,0.14,3,706.1300000000001,4,3,3,433
14127.0,United Kingdom,4.33,3,709.71,1,3,3,133
14128.0,United Kingdom,4.33,2,637.5,1,3,3,133
14129.0,United Kingdom,5.06,5,1123.8600000000001,1,4,4,144
14130.0,United Kingdom,0.0,1,483.86,5,1,2,512
14132.0,United Kingdom,0.89,11,3586.0299999999997,3,5,5,355
14133.0,United Kingdom,6.89,3,605.64,1,3,3,133
14135.0,United Kingdom,2.75,15,4690.31,2,5,5,255
14138.0,United Kingdom,1.35,2,982.3800000000001,3,3,4,334
14139.0,United Kingdom,0.0,1,415.82,5,1,2,512
14140.0,United Kingdom,0.42,2,935.05,4,3,3,433
14141.0,United Kingdom,2.59,4,915.13,2,4,3,243
14142.0,United Kingdom,0.0,1,311.81,5,1,2,512
14143.0,United Kingdom,0.0,1,115.8,5,1,1,511
14145.0,United Kingdom,16.9,4,3742.2,1,4,5,145
14146.0,United Kingdom,1.66,5,4191.0,2,4,5,245
14147.0,United Kingdom,51.75,2,483.4,1,3,2,132
14148.0,United Kingdom,0.0,1,157.2,5,1,1,511
14149.0,United Kingdom,0.0,1,446.62,5,1,2,512
14150.0,United Kingdom,12.96,2,658.64,1,3,3,133
14152.0,United Kingdom,3.29,2,621.29,2,3,3,233
14154.0,United Kingdom,0.0,2,1345.62,5,3,4,534
14155.0,United Kingdom,0.0,1,118.75,5,1,1,511
14156.0,EIRE,0.24,55,117379.63,4,5,5,455
14157.0,United Kingdom,5.64,2,432.88,1,3,2,132
14158.0,United Kingdom,0.0,1,507.66,5,1,3,513
14159.0,United Kingdom,0.28,11,4693.01,4,5,5,455
14161.0,United Kingdom,1.42,3,1110.52,3,3,4,334
14162.0,United Kingdom,4.92,2,289.36,1,3,2,132
14163.0,United Kingdom,2.94,4,2445.91,2,4,5,245
14164.0,United Kingdom,0.36,2,1631.77,4,3,4,434
14165.0,United Kingdom,0.0,1,122.53999999999999,5,1,1,511
14167.0,United Kingdom,5.69,4,574.84,1,4,3,143
14171.0,United Kingdom,0.0,1,363.79,5,1,2,512
14173.0,United Kingdom,7.39,4,450.84,1,4,2,142
14174.0,United Kingdom,0.0,1,134.46,5,1,1,511
14175.0,United Kingdom,1.82,3,3222.3,2,3,5,235
14176.0,United Kingdom,2.3,4,576.9000000000001,2,4,3,243
14177.0,United Kingdom,2.27,4,559.41,2,4,3,243
14178.0,United Kingdom,0.52,7,1620.93,3,5,4,354
14179.0,United Kingdom,0.07,2,719.78,4,3,3,433
14180.0,United Kingdom,1.47,25,4748.52,3,5,5,355
14184.0,United Kingdom,0.0,1,452.89,5,1,2,512
14185.0,United Kingdom,0.0,1,197.65,5,1,1,511
14188.0,United Kingdom,4.33,6,2054.36,1,5,5,155
14189.0,United Kingdom,1.36,15,4654.08,3,5,5,355
14191.0,United Kingdom,0.83,13,4684.76,3,5,5,355
14193.0,United Kingdom,4.9,2,853.39,1,3,3,133
14194.0,United Kingdom,0.52,21,11349.52,3,5,5,355
14195.0,United Kingdom,8.33,2,1012.0,1,3,4,134
14196.0,United Kingdom,0.0,1,335.52,5,1,2,512
14198.0,United Kingdom,5.79,4,701.4,1,4,3,143
14199.0,United Kingdom,0.0,1,185.39999999999998,5,1,1,511
14201.0,United Kingdom,8.25,7,747.44,1,5,3,153
14204.0,United Kingdom,0.0,1,161.03,5,1,1,511
14205.0,United Kingdom,10.74,2,466.7,1,3,2,132
14206.0,United Kingdom,0.0,1,328.15999999999997,5,1,2,512
14208.0,United Kingdom,0.0,1,151.74,5,1,1,511
14209.0,United Kingdom,3.71,6,2073.43,1,5,5,155
14210.0,United Kingdom,2.6,6,1905.8400000000001,2,5,4,254
14211.0,United Kingdom,2.14,9,2241.1,2,5,5,255
14212.0,United Kingdom,0.0,1,1070.48,5,1,4,514
14214.0,United Kingdom,3.71,5,1004.38,1,4,4,144
14215.0,United Kingdom,3.32,6,1789.72,2,5,4,254
14216.0,United Kingdom,0.57,4,1839.3,3,4,4,344
14217.0,United Kingdom,3.6,17,2004.98,2,5,4,254
14218.0,United Kingdom,0.0,1,169.48000000000002,5,1,1,511
14219.0,United Kingdom,0.0,1,89.94,5,1,1,511
14220.0,United Kingdom,5.5,2,632.4,1,3,3,133
14221.0,United Kingdom,1.53,9,3432.8,3,5,5,355
14222.0,United Kingdom,0.0,1,683.17,5,1,3,513
14223.0,United Kingdom,2.9,3,991.13,2,3,4,234
14224.0,United Kingdom,1.78,4,1050.12,2,4,4,244
14226.0,United Kingdom,3.61,5,2232.19,2,4,5,245
14227.0,United Kingdom,1.47,10,3350.96,3,5,5,355
14229.0,United Kingdom,7.21,3,1547.2,1,3,4,134
14231.0,United Kingdom,2.12,3,925.71,2,3,3,233
14232.0,United Kingdom,1.92,5,2048.07,2,4,4,244
14233.0,United Kingdom,7.85,4,1462.72,1,4,4,144
14234.0,United Kingdom,0.22,4,775.46,4,4,3,443
14235.0,United Kingdom,2.35,5,3144.86,2,4,5,245
14236.0,United Kingdom,20.79,2,490.86,1,3,3,133
14237.0,United Kingdom,0.0,1,161.0,5,1,1,511
14238.0,United Kingdom,0.0,1,146.85,5,1,1,511
14239.0,United Kingdom,2.41,11,2380.85,2,5,5,255
14240.0,United Kingdom,4.76,2,890.34,1,3,3,133
14241.0,United Kingdom,0.0,1,213.70000000000002,5,1,1,511
14242.0,United Kingdom,6.07,2,280.55,1,3,2,132
14243.0,United Kingdom,2.51,10,2588.77,2,5,5,255
14245.0,United Kingdom,0.4,2,1693.45,4,3,4,434
14246.0,United Kingdom,1.82,3,1474.06,2,3,4,234
14247.0,United Kingdom,0.0,1,136.76999999999998,5,1,1,511
14248.0,United Kingdom,0.0,1,302.58,5,1,2,512
14250.0,United Kingdom,0.75,3,1904.05,3,3,4,334
14251.0,United Kingdom,0.7,5,2879.7000000000003,3,4,5,345
14256.0,United Kingdom,2.0,2,969.0600000000001,2,3,4,234
14257.0,United Kingdom,2.41,5,3099.7200000000003,2,4,5,245
14258.0,United Kingdom,2.95,9,12669.98,2,5,5,255
14259.0,United Kingdom,0.0,1,120.0,5,1,1,511
14261.0,United Kingdom,0.53,2,1163.45,3,3,4,334
14262.0,United Kingdom,1.61,8,2618.23,3,5,5,355
14264.0,United Kingdom,5.62,2,333.97,1,3,2,132
14265.0,Unspecified,1.3,2,530.18,3,3,3,333
14267.0,United Kingdom,1.8,3,1516.24,2,3,4,234
14270.0,United Kingdom,0.0,1,492.65000000000003,5,1,3,513
14271.0,United Kingdom,0.0,1,112.32,5,1,1,511
14272.0,United Kingdom,5.62,2,437.96,1,3,2,132
14273.0,United Kingdom,6.75,4,559.97,1,4,3,143
14276.0,United Kingdom,3.02,3,1119.74,2,3,4,234
14277.0,France,0.88,3,4216.2,3,3,5,335
14280.0,United Kingdom,0.0,1,134.04,5,1,1,511
14282.0,United Kingdom,2.31,15,3729.34,2,5,5,255
14284.0,United Kingdom,1.77,2,595.25,2,3,3,233
14285.0,United Kingdom,5.92,4,1910.01,1,4,4,144
14286.0,United Kingdom,0.78,3,4628.75,3,3,5,335
14287.0,United Kingdom,23.75,3,176.63,1,3,1,131
14288.0,United Kingdom,0.0,1,426.6,5,1,2,512
14289.0,United Kingdom,6.04,6,911.26,1,5,3,153
14290.0,United Kingdom,3.48,5,2314.65,2,4,5,245
14291.0,United Kingdom,1.15,11,3883.25,3,5,5,355
14292.0,United Kingdom,2.76,9,4871.93,2,5,5,255
14293.0,United Kingdom,6.05,4,1046.56,1,4,4,144
14295.0,United Kingdom,0.0,1,166.20000000000002,5,1,1,511
14297.0,United Kingdom,4.2,4,1305.33,1,4,4,144
14298.0,United Kingdom,0.21,44,51527.3,4,5,5,455
14299.0,United Kingdom,2.49,9,3965.62,2,5,5,255
14300.0,United Kingdom,0.0,1,43.2,5,1,1,511
14301.0,United Kingdom,0.0,1,640.14,5,1,3,513
14304.0,United Kingdom,0.0,1,383.45,5,1,2,512
14305.0,United Kingdom,0.61,3,1858.96,3,3,4,334
14306.0,United Kingdom,1.06,2,2093.32,3,3,5,335
14307.0,United Kingdom,1.58,6,2995.72,3,5,5,355
14309.0,United Kingdom,2.97,9,2352.53,2,5,5,255
14311.0,United Kingdom,0.0,1,310.26,5,1,2,512
14312.0,United Kingdom,3.35,6,1611.59,2,5,4,254
14314.0,United Kingdom,0.0,1,120.0,5,1,1,511
14315.0,United Kingdom,2.19,6,2481.13,2,5,5,255
14317.0,United Kingdom,0.0,1,508.58000000000004,5,1,3,513
14320.0,United Kingdom,4.2,2,477.79,1,3,2,132
14321.0,United Kingdom,2.63,5,1530.75,2,4,4,244
14323.0,United Kingdom,3.51,2,605.0600000000001,2,3,3,233
14326.0,United Kingdom,0.0,1,183.85,5,1,1,511
14327.0,United Kingdom,0.0,1,311.65,5,1,2,512
14329.0,United Kingdom,1.2,7,5014.84,3,5,5,355
14331.0,United Kingdom,0.37,2,462.65999999999997,4,3,2,432
14332.0,United Kingdom,4.96,3,866.31,1,3,3,133
14333.0,United Kingdom,0.0,1,415.2,5,1,2,512
14334.0,United Kingdom,2.09,8,2552.21,2,5,5,255
14335.0,Germany,1.29,2,468.26,3,3,2,332
14336.0,United Kingdom,2.89,4,1614.91,2,4,4,244
14338.0,United Kingdom,1.17,2,588.22,3,3,3,333
14339.0,United Kingdom,0.0,1,309.52,5,1,2,512
14340.0,United Kingdom,0.0,1,134.7,5,1,1,511
14341.0,United Kingdom,2.12,8,2182.28,2,5,5,255
14342.0,United Kingdom,9.4,4,668.5600000000001,1,4,3,143
14344.0,United Kingdom,3.4,8,889.9300000000001,2,5,3,253
14345.0,United Kingdom,0.0,1,108.97999999999999,5,1,1,511
14346.0,United Kingdom,2.98,2,1021.58,2,3,4,234
14348.0,United Kingdom,0.0,1,409.57,5,1,2,512
14349.0,United Kingdom,0.0,1,133.5,5,1,1,511
14350.0,United Kingdom,0.0,1,282.93,5,1,2,512
14351.0,United Kingdom,0.0,1,51.0,5,1,1,511
14352.0,United Kingdom,2.5,4,1078.96,2,4,4,244
14353.0,United Kingdom,0.0,1,90.6,5,1,1,511
14354.0,United Kingdom,3.0,2,163.62,2,3,1,231
14355.0,United Kingdom,0.0,1,174.4,5,1,1,511
14356.0,United Kingdom,0.03,2,701.23,4,3,3,433
14357.0,United Kingdom,0.0,1,225.77,5,1,1,511
14359.0,United Kingdom,1.24,3,912.18,3,3,3,333
14360.0,United Kingdom,0.53,4,2128.23,3,4,5,345
14362.0,United Kingdom,0.0,1,161.2,5,1,1,511
14364.0,United Kingdom,1.46,8,3717.35,3,5,5,355
14367.0,United Kingdom,0.5,16,9261.52,3,5,5,355
14368.0,United Kingdom,0.0,1,155.0,5,1,1,511
14371.0,United Kingdom,0.0,1,100.5,5,1,1,511
14373.0,United Kingdom,0.0,1,76.55,5,1,1,511
14375.0,United Kingdom,0.0,1,257.68,5,1,2,512
14377.0,United Kingdom,7.0,2,617.05,1,3,3,133
14379.0,United Kingdom,5.58,2,348.1,1,3,2,132
14381.0,United Kingdom,0.0,1,202.68,5,1,1,511
14382.0,United Kingdom,0.0,1,626.0699999999999,5,1,3,513
14383.0,United Kingdom,2.16,3,1247.69,2,3,4,234
14385.0,United Kingdom,1.08,3,202.11,3,3,1,331
14386.0,United Kingdom,0.0,1,142.4,5,1,1,511
14387.0,United Kingdom,0.54,3,1770.56,3,3,4,334
14388.0,United Kingdom,1.94,8,3212.84,2,5,5,255
14389.0,United Kingdom,2.84,2,1043.46,2,3,4,234
14390.0,United Kingdom,1.26,9,4652.82,3,5,5,355
14393.0,United Kingdom,0.0,1,67.95,5,1,1,511
14395.0,United Kingdom,1.05,9,3507.71,3,5,5,355
14396.0,United Kingdom,4.25,2,487.99,1,3,2,132
14397.0,United Kingdom,2.36,19,2612.96,2,5,5,255
14400.0,United Kingdom,0.0,1,574.7,5,1,3,513
14401.0,United Kingdom,1.92,13,4051.48,2,5,5,255
14403.0,United Kingdom,6.05,4,1475.81,1,4,4,144
14404.0,United Kingdom,3.26,6,1474.32,2,5,4,254
14406.0,United Kingdom,0.0,1,156.75,5,1,1,511
14407.0,United Kingdom,2.33,6,2157.73,2,5,5,255
14408.0,United Kingdom,2.37,7,2606.53,2,5,5,255
14409.0,United Kingdom,5.57,6,2059.4500000000003,1,5,5,155
14410.0,United Kingdom,1.09,9,1105.07,3,5,4,354
14411.0,United Kingdom,0.0,1,1063.0,5,1,4,514
14412.0,United Kingdom,0.71,2,770.03,3,3,3,333
14413.0,United Kingdom,0.0,1,122.7,5,1,1,511
14414.0,United Kingdom,2.75,7,1496.98,2,5,4,254
14415.0,United Kingdom,0.6,13,5900.28,3,5,5,355
14416.0,United Kingdom,1.54,2,490.22,3,3,3,333
14418.0,United Kingdom,0.84,3,1937.25,3,3,4,334
14419.0,United Kingdom,1.71,6,1058.06,2,5,4,254
14420.0,United Kingdom,0.0,1,387.52,5,1,2,512
14421.0,United Kingdom,5.92,2,813.11,1,3,3,133
14422.0,United Kingdom,1.19,6,4263.64,3,5,5,355
14423.0,United Kingdom,0.0,1,265.2,5,1,2,512
14424.0,United Kingdom,0.0,1,322.08,5,1,2,512
14426.0,United Kingdom,1.28,10,4481.67,3,5,5,355
14427.0,United Kingdom,0.81,2,363.34000000000003,3,3,2,332
14428.0,United Kingdom,2.21,5,1244.83,2,4,4,244
14431.0,United Kingdom,0.0,1,470.36,5,1,2,512
14432.0,United Kingdom,0.2,6,2255.51,4,5,5,455
14434.0,United Kingdom,4.36,6,1372.8,1,5,4,154
14436.0,United Kingdom,0.0,1,89.06,5,1,1,511
14437.0,United Kingdom,0.0,1,63.0,5,1,1,511
14438.0,United Kingdom,0.0,1,131.9,5,1,1,511
14439.0,Greece,0.0,1,2661.24,5,1,5,515
14440.0,United Kingdom,6.57,5,2357.6800000000003,1,4,5,145
14441.0,United Kingdom,5.06,4,1712.89,1,4,4,144
14442.0,Channel Islands,1.81,2,1589.82,2,3,4,234
14443.0,United Kingdom,3.4,4,1420.2,2,4,4,244
14446.0,United Kingdom,0.84,4,1039.58,3,4,4,344
14447.0,United Kingdom,3.77,5,1163.23,1,4,4,144
14448.0,United Kingdom,18.63,2,375.35,1,3,2,132
14449.0,United Kingdom,1.37,4,907.1,3,4,3,343
14450.0,United Kingdom,3.56,3,483.25,2,3,2,232
14451.0,United Kingdom,1.24,2,662.59,3,3,3,333
14452.0,United Kingdom,1.36,2,264.44,3,3,2,332
14453.0,United Kingdom,0.0,1,119.93,5,1,1,511
14456.0,United Kingdom,0.14,9,3062.4,4,5,5,455
14457.0,United Kingdom,0.0,1,113.64,5,1,1,511
14459.0,United Kingdom,0.0,1,1837.92,5,1,4,514
14460.0,United Kingdom,13.33,3,434.34,1,3,2,132
14461.0,United Kingdom,0.63,3,2103.06,3,3,5,335
14462.0,United Kingdom,1.13,11,2004.02,3,5,4,354
14463.0,United Kingdom,21.2,3,529.62,1,3,3,133
14465.0,United Kingdom,0.43,3,1058.6200000000001,4,3,4,434
14466.0,United Kingdom,4.8,7,2272.4,1,5,5,155
14467.0,United Kingdom,3.3,4,598.76,2,4,3,243
14470.0,United Kingdom,6.55,2,461.19,1,3,2,132
14472.0,United Kingdom,0.88,8,1936.84,3,5,4,354
14473.0,United Kingdom,34.67,2,234.34000000000003,1,3,1,131
14474.0,United Kingdom,0.0,1,547.66,5,1,3,513
14475.0,United Kingdom,5.66,3,925.85,1,3,3,133
14476.0,United Kingdom,0.0,1,215.7,5,1,1,511
14477.0,United Kingdom,30.56,4,1309.6,1,4,4,144
14479.0,United Kingdom,6.53,2,316.25,1,3,2,132
14480.0,United Kingdom,0.0,1,279.05,5,1,2,512
14481.0,United Kingdom,4.21,2,636.51,1,3,3,133
14482.0,United Kingdom,1.52,6,2068.15,3,5,5,355
14483.0,United Kingdom,0.0,1,137.1,5,1,1,511
14484.0,United Kingdom,0.0,1,321.92,5,1,2,512
14485.0,United Kingdom,0.0,1,165.75,5,1,1,511
14487.0,United Kingdom,2.37,6,1196.33,2,5,4,254
14488.0,United Kingdom,0.0,1,1064.28,5,1,4,514
14489.0,United Kingdom,0.0,1,463.38,5,1,2,512
14491.0,United Kingdom,12.31,2,340.93,1,3,2,132
14493.0,United Kingdom,1.23,5,2383.2400000000002,3,4,5,345
14494.0,United Kingdom,0.0,1,139.56,5,1,1,511
14495.0,United Kingdom,14.0,2,123.8,1,3,1,131
14496.0,United Kingdom,3.39,2,538.8100000000001,2,3,3,233
14497.0,United Kingdom,0.0,1,475.37,5,1,2,512
14498.0,United Kingdom,1.65,5,1957.32,3,4,4,344
14499.0,United Kingdom,1.3,3,815.32,3,3,3,333
14500.0,United Kingdom,16.67,3,356.85,1,3,2,132
14501.0,United Kingdom,15.11,2,251.21,1,3,1,131
14502.0,United Kingdom,0.46,11,2470.67,3,5,5,355
14503.0,United Kingdom,1.06,6,3543.26,3,5,5,355
14504.0,United Kingdom,2.16,4,673.26,2,4,3,243
14505.0,United Kingdom,0.43,8,5905.64,4,5,5,455
14506.0,United Kingdom,1.11,5,2012.17,3,4,4,344
14507.0,United Kingdom,2.63,6,1383.18,2,5,4,254
14508.0,United Kingdom,1.2,2,276.42,3,3,2,332
14511.0,United Kingdom,1.81,5,1314.81,2,4,4,244
